name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Boutique Apartment two bedrooms / 326,42700394,"Hugo Brauer Apartments,",Cuauhtémoc,19.43534,-99.14671,Entire home/apt,1056,1,56,2.06,32,338
Habitación El librero - cómoda y amplia,24755561,Cristián,Miguel Hidalgo,19.40079,-99.17185,Private room,260,2,8,0.32,1,173
Casa acogedora en Coyoacan/Cozy house in Coyoacan,232417836,Ramon,Coyoacán,19.3408,-99.17261,Entire home/apt,863,3,2,0.07,3,179
Equipado para la familia o Amigos Depto 9,54845856,David,Cuauhtémoc,19.44054,-99.16419,Entire home/apt,489,2,25,0.96,3,363
Centric Room in del Valle,7965998,Aleko,Benito Juárez,19.37146,-99.17646,Private room,450,7,0,0.0,2,179
Namaste,168352098,Elena,Cuauhtémoc,19.44609,-99.15685,Private room,220,7,0,0.0,1,0
Precioso Penthouse Privado en Ciudad de México,232449899,Alejandro,Iztacalco,19.39861,-99.12984,Entire home/apt,390,2,68,2.55,1,131
Habitación en condesa 1 persona con baño privado,94550086,Sofía,Cuauhtémoc,19.40979,-99.17399,Private room,300,5,7,0.26,5,272
Linda  y amplia habitación,129450354,Elizabeth,Benito Juárez,19.39306,-99.16876,Private room,300,3,0,0.0,4,0
Acogedora Habitación en excelente ubicación,221752583,Carlos,Benito Juárez,19.39551,-99.15254,Private room,450,3,1,0.04,2,0
Super Estudio TEOTIHUACAN Lomas de Chapultepec,231841797,Victor Miguel,Miguel Hidalgo,19.42365,-99.22389,Private room,400,1,31,1.31,7,365
Cuarto con baño independiente cerca del centro,182841358,,Cuauhtémoc,19.41875,-99.13489,Private room,300,1,0,0.0,1,289
"Habitación sanitizada, INDEPENDIENTE, inmejorable.",103711010,Doky,Benito Juárez,19.37493,-99.17019,Private room,497,1,44,1.72,2,353
Loft with private terrace in the heart of Condesa,109500943,Jose Antonio,Cuauhtémoc,19.40782,-99.17478,Entire home/apt,1951,2,102,3.83,3,0
Spacious 2 bedroom (1 bed+studio) in Roma Sur,17602181,Lucia,Cuauhtémoc,19.40454,-99.15933,Entire home/apt,871,28,11,0.43,1,246
Cozy house in Coyoacan,232417836,Ramon,Coyoacán,19.34185,-99.17146,Entire home/apt,863,3,8,0.33,3,89
Private room in apartment with terrace,55016126,Isaac,Benito Juárez,19.38304,-99.17881,Private room,899,1,0,0.0,1,364
Nuevo y hermoso dep@  ROMA NORTE,232101170,Claudia,Cuauhtémoc,19.42032,-99.15397,Entire home/apt,780,4,78,2.86,1,0
PHouse Chelito,232731684,Consuelito,Gustavo A. Madero,19.47081,-99.12483,Private room,700,1,0,0.0,2,365
Habitación Santa Fe,91878640,Michelle,Cuajimalpa de Morelos,19.35582,-99.29001,Shared room,250,100,0,0.0,1,0
Hotel Kali Escandón - Family Room (2 King Beds),227035886,Félix,Miguel Hidalgo,19.40197,-99.17751,Hotel room,949,2,1,0.05,3,365
Bosque dentro de la ciudad.,77145103,Elia Fernanda Mejía Diez,Álvaro Obregón,19.33608,-99.25122,Private room,425,1,0,0.0,1,177
Habitacion TULUM. Lomas de Chapultepec,231841797,Victor Miguel,Miguel Hidalgo,19.42517,-99.22365,Private room,1000,1,14,0.58,7,365
Backpackers AKA Mochileros excellent location,217803437,Tulek,Miguel Hidalgo,19.43051,-99.19975,Private room,331,1,34,1.29,4,89
LOVELY PRIVATE APARTMENT 3BR 102 @Santa fe,27449159,Carlos,Cuajimalpa de Morelos,19.36251,-99.28485,Entire home/apt,1399,2,28,1.1,18,2
Hermosa habitación para ti,95040826,Alberto,Azcapotzalco,19.49022,-99.18402,Private room,210,5,6,0.25,4,361
Private Bedroom with Queen Bed at Casa El Angel,4894120,Ilse,Cuauhtémoc,19.42731,-99.16874,Private room,680,1,9,0.36,7,0
Habitación muy bien ubicada,232846137,Lila,Benito Juárez,19.38928,-99.16938,Private room,300,1,0,0.0,2,0
Pretty loft apartment next to Waltradecenter,98522445,Milagros,Benito Juárez,19.39784,-99.17098,Entire home/apt,1000,1,13,0.48,1,364
Beautiful 3 bedrooms apartment in heart of Roma,39241766,David,Cuauhtémoc,19.42065,-99.15548,Entire home/apt,900,7,39,1.44,2,132
Bonito departamento en Coyoacán,53598288,Marco,Coyoacán,19.32534,-99.12301,Private room,279,2,0,0.0,2,152
Cuarto en Condesa Amsterdam A5 con baño propio,219731180,Lia,Cuauhtémoc,19.41289,-99.16767,Private room,290,1,55,2.07,9,170
Cuarto en Condesa Amsterdam A6,219731180,Lia,Cuauhtémoc,19.41318,-99.16805,Private room,250,1,32,1.35,9,174
Cuarto en Condesa Amsterdam A7,219731180,Lia,Cuauhtémoc,19.41368,-99.16796,Private room,250,1,34,1.3,9,152
Cuarto en Condesa Amsterdam A8,219731180,Lia,Cuauhtémoc,19.41326,-99.16777,Private room,250,1,40,1.56,9,172
Habitación en renta,158752276,Aurora,Iztapalapa,19.36532,-99.02764,Private room,300,1,0,0.0,2,0
Cuarto Pequeño A9  en Amsterdam con baño propio,219731180,Lia,Cuauhtémoc,19.41484,-99.16623,Private room,270,1,49,1.88,9,165
Amplio cuarto tipo estudio c/entrada independiente,37373841,Rosamary,Álvaro Obregón,19.34456,-99.23611,Private room,620,2,1,0.05,1,180
"Departamento, lindo, acogedor y muy céntrico",233012604,Maricarmen,Benito Juárez,19.36774,-99.17386,Private room,650,1,10,0.47,1,179
Recámara cerca de puntos estratégicos de la ciudad,174768769,Pilar,Azcapotzalco,19.46604,-99.16743,Private room,210,2,13,0.5,3,0
Cozy and Elegant Loft Downtown Mexico City,109681580,Ara,Cuauhtémoc,19.43326,-99.14203,Entire home/apt,570,2,72,2.8,1,158
"Moderno, Cómodo y Elegante, cerca del centro",90530942,Rosa Angélica,Cuauhtémoc,19.45883,-99.14079,Entire home/apt,671,2,14,0.81,1,2
Departamento Zona Forum Buenavista Centro CDMX,111430773,Angel,Cuauhtémoc,19.44744,-99.14902,Entire home/apt,799,2,33,1.34,1,2
New Cozy and Central room in CDMX,44270726,Eloisa Soraya,Benito Juárez,19.36995,-99.15318,Private room,385,1,54,2.0,1,156
Gran ubicación y confortables espacios.,138591920,Eduardo & Paty,Benito Juárez,19.39823,-99.14722,Entire home/apt,450,2,127,4.64,1,177
Babaiti,129347264,Eduardo,Cuauhtémoc,19.42236,-99.14492,Private room,280,1,1,0.06,1,89
"Lugar agradable,tranquilo y seguro",233190170,Ale,Miguel Hidalgo,19.45662,-99.17315,Private room,326,2,0,0.0,1,365
Casa Celia Doctores D2 Habitación Med. por la Roma,171894446,Alejandra,Cuauhtémoc,19.42006,-99.15065,Private room,290,3,8,0.29,15,365
CASA CENBI,233202371,Carlos,Tlalpan,19.23923,-99.14771,Entire home/apt,650,1,4,0.17,2,363
Departamento Norte CDMX -Económico,186809510,Marina Alejandra,Azcapotzalco,19.46342,-99.1607,Private room,350,1,0,0.0,1,0
Una habitación bohemia en el corazón de la CDMX,233242043,Caritino,Cuauhtémoc,19.4323,-99.16478,Private room,400,1,13,0.5,3,365
"Spacious, great design, modern newflat, Col. Roma",9557015,Erika & J.C,Cuauhtémoc,19.42182,-99.15517,Entire home/apt,1800,2,31,1.14,18,157
Beautiful apartment in Bucareli,25615996,Andrea,Cuauhtémoc,19.42928,-99.15158,Entire home/apt,650,2,47,1.74,1,190
Roof Top 1bd APT 9 min to Downtown/Breakfast,181831700,A Penelope,Cuauhtémoc,19.4189,-99.14051,Entire home/apt,590,5,49,1.8,1,179
Casa Otoño,55194829,Efren,Álvaro Obregón,19.36519,-99.19317,Private room,500,5,3,0.11,1,0
Habitación Polanco,186169385,Theo,Miguel Hidalgo,19.43554,-99.20759,Private room,1000,7,0,0.0,2,0
Cuarto estudio independiente,131061883,Lorena,Tlalpan,19.29497,-99.146,Private room,400,1,82,3.11,2,364
Departamento comodo,233422877,Eduardo,Iztapalapa,19.3713,-99.12187,Entire home/apt,500,2,0,0.0,1,90
Departamento Santa Fe IBERO - EXPO,229069665,Marcepalomar,Álvaro Obregón,19.36932,-99.26308,Entire home/apt,951,2,8,0.38,2,3
"Unique apartment, located in the best area!",152275303,Marco,Benito Juárez,19.36882,-99.17453,Entire home/apt,1200,2,10,0.38,3,106
Downtown apartment Mexico City (for 3 people),122272563,Vania Ramona,Cuauhtémoc,19.44033,-99.13414,Entire home/apt,700,1,11,0.59,2,56
Suite privada y segura,135934616,Sandra,Coyoacán,19.35362,-99.16051,Private room,450,3,0,0.0,2,87
Cómoda y céntrica habitación Col. Del Valle,2463487,Brenda,Benito Juárez,19.39676,-99.1627,Private room,500,4,2,0.08,1,364
RESIDENCIA LINDAVISTA 6,7307520,Jose Jaime,Gustavo A. Madero,19.48749,-99.1278,Private room,206,1,26,0.97,10,362
Bonitos cuartos cerca del metro (cozy rooms),45762506,Hugo Samuel,Azcapotzalco,19.49446,-99.19862,Private room,267,1,5,0.26,1,341
Habitación en alquiler,233744634,Cassandra,Cuauhtémoc,19.46328,-99.15532,Private room,420,4,0,0.0,1,177
"Cozy Santa Fe - 4 guests, 2 Bedrooms, 2 baths.",233748450,Paulina,Álvaro Obregón,19.36974,-99.26523,Entire home/apt,913,2,32,1.24,1,179
"Confortable Loft, Polanco.",84883238,Alma,Miguel Hidalgo,19.43478,-99.2128,Entire home/apt,1216,1,2,0.11,1,89
Tranquila y cómoda habitación privada en CDMX,101904898,Paulina,Benito Juárez,19.3666,-99.13942,Private room,700,1,7,0.27,1,365
Habitación súper confortable a 15’ del aeropuerto.,201566352,Gabriela,Iztacalco,19.39993,-99.13404,Private room,210,1,61,2.29,2,326
CENTER Cozy Apartment Fully Equipment BestLocation,231850323,Ricardo,Cuauhtémoc,19.432,-99.14834,Entire home/apt,800,20,71,2.63,1,0
"A Different Experience. Lofthouse, Stylish Design.",148712916,Fabiola,Cuauhtémoc,19.41156,-99.15648,Entire home/apt,2000,5,2,0.08,2,0
Hermoso departamento amueblado muy ubicado,44295228,Pedro,La Magdalena Contreras,19.30465,-99.23693,Entire home/apt,750,2,14,0.53,1,87
Casa de Ely,233987758,Ely,Cuauhtémoc,19.42172,-99.14659,Private room,220,3,7,0.27,1,89
Habitación  para mujeres bien ubicada y práctica,141915796,Corina,Benito Juárez,19.38309,-99.14213,Private room,250,1,6,0.27,1,0
Beautiful sunny apartment with mexican decoration,80043165,Guadalupe,Benito Juárez,19.39924,-99.1562,Entire home/apt,1300,20,1,0.04,1,0
Comodísimo Loft Del Valle norte muy bien ubicado,48203477,Ileana,Benito Juárez,19.39668,-99.16919,Private room,250,1,1,0.04,2,85
R,176286015,Karen,Iztacalco,19.39853,-99.09116,Private room,250,1,1,0.04,1,0
Amplio y hermoso departamento en la Condesa,71009821,Gaby,Cuauhtémoc,19.41564,-99.16675,Entire home/apt,1650,1,13,0.49,1,180
Hakim El Lugar de los Gatos. Hospedaje hogareño.,221563361,Brenda Laura,Coyoacán,19.34814,-99.15228,Private room,250,1,9,0.35,2,3
Cozy Room at Bright apartment in Roma Norte!,21714156,Micaela,Cuauhtémoc,19.42074,-99.1574,Private room,500,2,14,0.53,1,169
"Habitación en Claveria, a 10 min de polanco",157316682,Hermex,Azcapotzalco,19.46937,-99.18364,Private room,230,1,4,0.15,1,271
Private and comfortable suite,135934616,Sandra,Coyoacán,19.35169,-99.15912,Private room,350,2,1,0.04,2,358
"Habitación cerca IPN, Lindavista, Ticoman, Acueduc",234237720,Yonathan,Gustavo A. Madero,19.50441,-99.12646,Private room,250,1,3,0.13,1,363
Hab. VALLARTA,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,4,0.17,12,279
Siéntete en casa desde que llegas a este acogedor departamento en Polanco,152517523,Francesca,Miguel Hidalgo,19.43706,-99.18902,Entire home/apt,1400,2,52,1.96,1,357
Hab. CANCUN,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,0,0.0,12,279
Cozy bedroom in lovely home,55716571,Ela,Benito Juárez,19.38793,-99.15836,Private room,320,1,7,0.27,1,365
"Well located, spacious and confortable apartment.",168630112,Pablo,Benito Juárez,19.36999,-99.17333,Private room,1500,1,3,0.12,1,180
Terracita Suites Polanco 2,179800202,BnButler,Miguel Hidalgo,19.43363,-99.19134,Entire home/apt,1000,1,66,2.5,24,361
Casa viaje Negocio/Urbano,57413777,Omar,Venustiano Carranza,19.43752,-99.10626,Entire home/apt,399,1,32,1.36,2,363
ACAPULCO,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,5,0.19,12,279
Hab. TAJIN,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,6,0.22,12,279
COZUMEL,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,4,0.18,12,279
LOS CABOS,234325486,Rch Suite,Miguel Hidalgo,19.45702,-99.17842,Hotel room,500,1,1,0.06,12,277
CUETZALAN,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,0,0.0,12,279
HAB. UXMAL,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,0,0.0,12,279
HAB. TULUM,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,1,0.06,12,279
CHACAHUA,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,2,0.11,12,279
HAB. HOLBOX,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,0,0.0,12,277
PALENQUE,234325486,Rch Suite,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500,1,9,0.35,12,272
⚡50% OFF! Comfortable 3BR Apt-Pool,24020790,Carlos,Cuauhtémoc,19.43422,-99.14566,Entire home/apt,1621,1,92,3.4,7,0
Habitación segura para chicas viajeras,234412908,,Benito Juárez,19.37212,-99.13925,Private room,210,1,2,0.11,1,363
Marseille | A/C | WI-FI | Apple TV 4K | Garage....,211187104,Ricardo,Cuauhtémoc,19.4254,-99.16009,Entire home/apt,1335,7,9,0.34,1,179
"Spacious 3 bedroom Apartment  ""La Santísima""",22656920,César,Cuauhtémoc,19.43328,-99.12775,Entire home/apt,800,2,62,2.45,1,83
10mins from SANTA FE MEXICO CITY/ in CUAJIMALPA,234570471,Ana,Cuajimalpa de Morelos,19.36921,-99.28894,Entire home/apt,1500,2,3,0.12,1,88
Es padre el lugar para jóvenes,234592911,Ricardo,Miguel Hidalgo,19.45584,-99.20499,Shared room,300,1,0,0.0,1,0
Habitación disponible para renta.,227167350,Susy,Álvaro Obregón,19.35851,-99.1969,Private room,490,1,47,1.84,1,177
Domain Tower 12,217113526,Nelly Rocío,Benito Juárez,19.36988,-99.18041,Entire home/apt,1650,2,43,1.64,1,333
"Private room CDMX: Roma, Condesa, Delta Plaza, XXI",105232190,Ricardo,Benito Juárez,19.40264,-99.15737,Private room,206,1,74,2.75,3,161
Recamara para solteros,234644937,Daniel,Iztapalapa,19.37374,-99.13551,Private room,300,3,1,0.08,2,180
Palenque Suites near Reforma/St Regis.,15359500,Adrian,Cuauhtémoc,19.42659,-99.17293,Private room,500,1,42,1.56,30,365
X6  NEW (April 2019),234777902,Alejandra Y Abraham,Cuauhtémoc,19.42968,-99.16486,Entire home/apt,1689,1,36,1.47,3,239
TU DEPARTAMENTO EN LA CIUDAD DE MEXICO,234782164,Gloria,Álvaro Obregón,19.36609,-99.21413,Entire home/apt,650,4,13,0.49,2,162
Casa tranquila de historias antiguas,58142106,Alejandro,Cuauhtémoc,19.44823,-99.16421,Private room,385,2,9,0.34,2,56
"Room for 2 people in big apartment,Great location!",62587582,Karla,Cuauhtémoc,19.43234,-99.13771,Private room,700,2,0,0.0,4,89
Cómodo y cerca del aeropuerto. Comfy airport room,16710391,Andrea,Venustiano Carranza,19.41907,-99.08576,Private room,350,1,57,2.23,4,92
Private room. Great location for tourists!,62587582,Karla,Cuauhtémoc,19.43353,-99.13813,Private room,500,3,6,0.24,4,364
Cozy apt. in downtown's heart/Depa en el centro,234876391,Francisca,Cuauhtémoc,19.4374,-99.13841,Entire home/apt,312,1,99,3.69,1,73
Departamento confortable.,225599015,Rodrigo,Benito Juárez,19.38015,-99.14404,Private room,600,2,0,0.0,1,0
The nicest Mexican experience -A,120509079,Yo,Coyoacán,19.35666,-99.17202,Private room,827,2,0,0.0,6,364
The nicest Mexican experience - B,120509079,Yo,Coyoacán,19.35699,-99.17171,Private room,825,2,0,0.0,6,269
The nicest Mexican experience - C,120509079,Yo,Coyoacán,19.35648,-99.17152,Private room,825,2,0,0.0,6,269
"Family-friendly, modern loft in central location",185238567,Marco,Cuauhtémoc,19.42984,-99.16888,Entire home/apt,500,2,115,4.32,6,350
Condesa small cute room,21427615,Luis,Cuauhtémoc,19.40804,-99.1713,Private room,315,2,1,0.04,2,43
Apartamento en San pedro de los Pinos,172515000,José Manuel,Benito Juárez,19.39445,-99.18392,Entire home/apt,450,2,29,1.08,3,355
La casa Camaleón,132356629,Fer,Benito Juárez,19.39358,-99.16479,Private room,500,2,1,0.04,1,365
Habitación Colonial CDMX México.,235025559,Renato Emanuel,Benito Juárez,19.38978,-99.14567,Private room,386,1,26,0.98,1,179
Habitación Armentia,102979488,Betorocker,Miguel Hidalgo,19.45008,-99.18583,Private room,220,4,0,0.0,1,0
Espacio confortable en Centro Histórico CDMX,235037218,Angelica,Cuauhtémoc,19.42738,-99.13691,Entire home/apt,1000,1,39,1.45,1,330
"Explore Roma Norte from a Bright, Modern Apartment",42336652,Josué,Cuauhtémoc,19.41394,-99.15772,Entire home/apt,650,3,62,2.4,1,0
Agradable depa con terraza y vista a jardín.,235046308,Lucía,Cuajimalpa de Morelos,19.36889,-99.27856,Entire home/apt,665,2,2,0.08,1,177
Cómodo y cerca del aeropuerto. Comfy airport room!,16710391,Andrea,Venustiano Carranza,19.41871,-99.08723,Private room,370,1,70,2.61,4,0
Comfortable room 10 minutes from airport!,16710391,Andrea,Venustiano Carranza,19.41936,-99.08733,Private room,350,1,2,0.08,4,278
"Departamento en Santa Fe, CDMX",174563132,Carlos,Cuajimalpa de Morelos,19.36181,-99.26778,Private room,850,1,10,0.37,1,301
Cuarto en la colonia más céntrica de la ciudad.,235078952,,Cuauhtémoc,19.4532,-99.1457,Private room,261,2,33,1.26,1,88
"Polanco , bares , museos y restaurantes  cercanos",144653974,Enrique,Miguel Hidalgo,19.44024,-99.1817,Entire home/apt,999,2,1,0.06,3,356
Céntrico departamento cómodo todos los servicios,144653974,Enrique,Miguel Hidalgo,19.43934,-99.18261,Entire home/apt,880,2,8,0.31,3,358
Private Room in CDMX/Habitación Privada en CDMX(2),234585299,Eva,Cuauhtémoc,19.42687,-99.13442,Private room,350,1,102,3.8,1,176
Habitación Sencilla - Arena CDMX,227046658,José,Azcapotzalco,19.50036,-99.17137,Private room,210,3,6,0.23,3,0
"Departamento Privado, Azcapotzalco, Arena CDMX",227046658,José,Azcapotzalco,19.49889,-99.17206,Entire home/apt,445,2,6,0.23,3,0
Habitación en departamento compartido,54015371,Ricardo,Cuauhtémoc,19.45619,-99.12935,Private room,410,1,0,0.0,1,180
NOS FUIMOS A BOOKING,235128754,Vanessa,Cuauhtémoc,19.44779,-99.15411,Entire home/apt,300,7,10,0.39,1,362
Young stand,235137355,Ramon,Xochimilco,19.25515,-99.1152,Entire home/apt,1300,2,0,0.0,1,180
Amplia Habitación independiente UNAM GMartell CEPE,50816977,Yolotzin,Coyoacán,19.33673,-99.1772,Entire home/apt,420,2,20,0.75,5,364
Los Oliveras,235227101,Maria Del Pilar,Benito Juárez,19.39501,-99.14488,Private room,410,3,9,0.34,1,362
Duplex muy cómodo en colonia Juárez... 1 persona,235249836,Sergio,Cuauhtémoc,19.42554,-99.15726,Private room,750,1,1,0.04,1,88
CONDESA SUITES,198685892,Lorena,Cuauhtémoc,19.41515,-99.17426,Hotel room,1100,1,27,1.01,3,179
French style near Downtown / Zona Rosa / Reforma,15359500,Adrian,Cuauhtémoc,19.42527,-99.15377,Private room,509,1,29,1.11,30,299
French style near Zona Rosa / Reforma / Roma,15359500,Adrian,Cuauhtémoc,19.42612,-99.15467,Private room,577,1,34,1.28,30,352
Mexico’s City Classic Suite,51935366,Mauricio,Cuauhtémoc,19.4341,-99.16027,Entire home/apt,689,2,44,1.63,1,300
Habitación cerca del Aeropuerto CDMX/ 空港から近くのお部屋,170174405,Tomo,Iztacalco,19.4066,-99.06385,Private room,268,1,6,0.24,1,24
Rento Recamara,235325399,Yancy,Cuauhtémoc,19.41702,-99.15709,Private room,350,7,1,0.04,1,0
"CONFORT@ 01:  Residencia nueva, zona WTC y Condesa",27215085,Miguel,Miguel Hidalgo,19.39748,-99.18095,Private room,251,3,29,1.18,9,333
Cómodo mini loft cerca de Reforma,235348159,Daniel,Cuauhtémoc,19.43738,-99.16473,Private room,550,2,87,3.28,1,170
Habitación Plus Centro Histórico Seguridad 24/7.,64997735,Marco,Cuauhtémoc,19.43331,-99.1493,Private room,420,1,76,2.89,1,174
UNAM (CU) area. Full furnished apartment.,235391501,,Coyoacán,19.33722,-99.17524,Entire home/apt,860,3,2,0.13,1,89
Departamento en San Angel Agatha 1,91699087,Rodrigo,Álvaro Obregón,19.34249,-99.18962,Entire home/apt,1169,1,136,5.11,2,268
Depto.en la ROMA. Oferta especial en Julio.,183363536,Marta,Cuauhtémoc,19.40975,-99.16448,Entire home/apt,1100,5,8,0.31,1,362
LOVELY apt in the heart of COYOACAN!,4362310,Aarón,Coyoacán,19.34863,-99.16522,Entire home/apt,909,3,32,1.24,32,325
Best located 2 bedroom apt. within Concept House,91331640,Cristina,Cuauhtémoc,19.42539,-99.1615,Entire home/apt,924,3,43,1.72,2,267
"Beautiful, brand new and cosy appartment in Juarez",66136310,,Cuauhtémoc,19.4278,-99.15139,Entire home/apt,855,2,37,1.49,3,3
"Hogar, dulce hogar!",235489369,Claudia,Tlalpan,19.2947,-99.11265,Entire home/apt,1350,1,0,0.0,1,365
➥ Brand New Suite at Unbeatable Location ツ,3671870,Debbie,Cuauhtémoc,19.43222,-99.14358,Entire home/apt,622,1,58,2.16,2,365
Narvarte: cozy & vintage flat,55452106,Cesar,Benito Juárez,19.39271,-99.15929,Entire home/apt,549,2,28,1.07,1,149
Modern apartment at WTC / spacious and bright,231179872,Arely,Benito Juárez,19.39216,-99.16785,Entire home/apt,1050,2,28,1.04,1,364
NEW AND FOR DEMANDERS,17052495,Patricia,Miguel Hidalgo,19.42256,-99.21021,Entire home/apt,1833,2,20,0.78,1,0
SUPER UBICADO!! Colonia Roma! Acogedor :) Mexico.,40450031,Mayra,Cuauhtémoc,19.40128,-99.16887,Entire home/apt,800,22,1,0.04,1,268
Departamento de lujo y nuevo,235098883,Norma Angélica,Iztapalapa,19.34635,-99.09665,Entire home/apt,830,1,11,0.49,1,365
Recámara privada céntrica CDMX,115077923,Adriana,Venustiano Carranza,19.41888,-99.12492,Private room,350,1,1,0.08,1,365
El Chalet de Vevey,108085493,Ma. Isabel,Coyoacán,19.33688,-99.14723,Entire home/apt,553,1,35,1.35,2,354
